"Time","Value"
4322,0.65926
4323,0.65792
4324,0.6567
4325,0.65559
4326,0.65459
4327,0.6537
4328,0.65292
4329,0.65226
4330,0.65171
4331,0.65128
4332,0.65096
4333,0.65076
4334,0.65067
4335,0.6507
4336,0.65084
4337,0.65109
4338,0.65146
4339,0.65194
4340,0.65253
4341,0.65323
4342,0.65405
4343,0.65497
4344,0.656
4345,0.65713
4346,0.65837
4347,0.65972
4348,0.66116
4349,0.6627
4350,0.66435
4351,0.66608
4352,0.66791
4353,0.66984
4354,0.67185
4355,0.67395
4356,0.67613
4357,0.67839
4358,0.68074
4359,0.68316
4360,0.68566
4361,0.68823
4362,0.69086
4363,0.69357
4364,0.69634
4365,0.69917
4366,0.70207
4367,0.70502
4368,0.70802
4369,0.71108
4370,0.71419
4371,0.71735
4372,0.72055
4373,0.72379
4374,0.72708
4375,0.73041
4376,0.73377
4377,0.73717
4378,0.74061
4379,0.74407
4380,0.74757
4381,0.75109
4382,0.75464
4383,0.75822
4384,0.76183
4385,0.76545
4386,0.7691
4387,0.77277
4388,0.77647
4389,0.78018
4390,0.78391
4391,0.78766
4392,0.79143
4393,0.79521
4394,0.79901
4395,0.80284
4396,0.80667
4397,0.81053
4398,0.8144
4399,0.81829
4400,0.8222
4401,0.82612
4402,0.83006
4403,0.83402
4404,0.838
4405,0.842
4406,0.84602
4407,0.85006
4408,0.85412
4409,0.8582
4410,0.8623
4411,0.86643
4412,0.87058
4413,0.87475
4414,0.87894
4415,0.88316
4416,0.88739
4417,0.89166
4418,0.89594
4419,0.90025
4420,0.90458
4421,0.90894
4422,0.91331
4423,0.91771
4424,0.92212
4425,0.92656
4426,0.93101
4427,0.93547
4428,0.93995
4429,0.94444
4430,0.94894
4431,0.95345
4432,0.95797
4433,0.96248
4434,0.967
4435,0.97151
4436,0.97601
4437,0.98051
4438,0.985
4439,0.98947
4440,0.99392
4441,0.99834
4442,1.0027
4443,1.0071
4444,1.0115
4445,1.0158
4446,1.02
4447,1.0243
4448,1.0284
4449,1.0326
4450,1.0367
4451,1.0407
4452,1.0447
4453,1.0486
4454,1.0525
4455,1.0563
4456,1.06
4457,1.0637
4458,1.0673
4459,1.0708
4460,1.0743
4461,1.0777
4462,1.081
4463,1.0843
4464,1.0875
4465,1.0906
4466,1.0937
4467,1.0966
4468,1.0995
4469,1.1024
4470,1.1051
4471,1.1078
4472,1.1104
4473,1.113
4474,1.1154
4475,1.1178
4476,1.1202
4477,1.1225
4478,1.1247
4479,1.1268
4480,1.1289
4481,1.131
4482,1.1329
4483,1.1348
4484,1.1367
4485,1.1385
4486,1.1403
4487,1.142
4488,1.1436
4489,1.1453
4490,1.1468
4491,1.1484
4492,1.1499
4493,1.1513
4494,1.1527
4495,1.1541
4496,1.1555
4497,1.1568
4498,1.1581
4499,1.1594
4500,1.1606
4501,1.1619
4502,1.1631
4503,1.1643
4504,1.1655
4505,1.1667
4506,1.1678
4507,1.169
4508,1.1702
4509,1.1713
4510,1.1725
4511,1.1736
4512,1.1748
4513,1.1759
4514,1.1771
4515,1.1783
4516,1.1794
4517,1.1806
4518,1.1818
4519,1.1831
4520,1.1843
4521,1.1855
4522,1.1868
4523,1.1881
4524,1.1894
4525,1.1907
4526,1.192
4527,1.1934
4528,1.1948
4529,1.1962
4530,1.1977
4531,1.1991
4532,1.2006
4533,1.2021
4534,1.2036
4535,1.2052
4536,1.2068
4537,1.2084
4538,1.21
4539,1.2117
4540,1.2134
4541,1.2151
4542,1.2168
4543,1.2186
4544,1.2203
4545,1.2221
4546,1.2239
4547,1.2258
4548,1.2276
4549,1.2295
4550,1.2313
4551,1.2332
4552,1.2351
4553,1.237
4554,1.2389
4555,1.2409
4556,1.2428
4557,1.2447
4558,1.2466
4559,1.2486
4560,1.2505
4561,1.2524
4562,1.2543
4563,1.2562
4564,1.2581
4565,1.2599
4566,1.2618
4567,1.2636
4568,1.2654
4569,1.2671
4570,1.2689
4571,1.2706
4572,1.2722
4573,1.2738
4574,1.2754
4575,1.2769
4576,1.2784
4577,1.2798
4578,1.2812
4579,1.2824
4580,1.2837
4581,1.2848
4582,1.2859
4583,1.2869
4584,1.2878
4585,1.2886
4586,1.2894
4587,1.29
4588,1.2905
4589,1.291
4590,1.2913
4591,1.2915
4592,1.2916
4593,1.2916
4594,1.2914
4595,1.2911
4596,1.2907
4597,1.2902
4598,1.2895
4599,1.2887
4600,1.2877
4601,1.2866
4602,1.2854
4603,1.284
4604,1.2824
4605,1.2807
4606,1.2789
4607,1.2768
4608,1.2747
4609,1.2724
4610,1.2699
4611,1.2673
4612,1.2645
4613,1.2616
4614,1.2585
4615,1.2553
4616,1.252
4617,1.2485
4618,1.2449
4619,1.2411
4620,1.2373
4621,1.2333
4622,1.2292
4623,1.2249
4624,1.2206
4625,1.2161
4626,1.2116
4627,1.207
4628,1.2022
4629,1.1974
4630,1.1925
4631,1.1875
4632,1.1825
4633,1.1774
4634,1.1722
4635,1.1669
4636,1.1616
4637,1.1563
4638,1.1509
4639,1.1455
4640,1.14
4641,1.1345
4642,1.1289
4643,1.1233
4644,1.1177
4645,1.1121
4646,1.1065
4647,1.1008
4648,1.0951
4649,1.0894
4650,1.0838
4651,1.0781
4652,1.0724
4653,1.0667
4654,1.061
4655,1.0553
4656,1.0496
4657,1.0439
4658,1.0382
4659,1.0326
4660,1.0269
4661,1.0213
4662,1.0157
4663,1.0101
4664,1.0045
4665,0.99889
4666,0.99334
4667,0.98781
4668,0.98229
4669,0.9768
4670,0.97133
4671,0.96588
4672,0.96046
4673,0.95505
4674,0.94968
4675,0.94432
4676,0.93899
4677,0.93368
4678,0.92839
4679,0.92313
4680,0.9179
4681,0.91268
4682,0.90749
4683,0.90233
4684,0.89719
4685,0.89207
4686,0.88697
4687,0.8819
4688,0.87685
4689,0.87182
4690,0.86681
4691,0.86182
4692,0.85686
4693,0.85191
4694,0.84699
4695,0.84208
4696,0.83719
4697,0.83232
4698,0.82747
4699,0.82264
4700,0.81783
4701,0.81303
4702,0.80825
4703,0.80348
4704,0.79873
4705,0.794
4706,0.78928
4707,0.78457
4708,0.77988
4709,0.7752
4710,0.77054
4711,0.76589
4712,0.76125
4713,0.75663
4714,0.75202
4715,0.74742
4716,0.74283
4717,0.73826
4718,0.7337
4719,0.72915
4720,0.72461
4721,0.72009
4722,0.71558
4723,0.71108
4724,0.70659
4725,0.70212
4726,0.69766
4727,0.69322
4728,0.68878
4729,0.68436
4730,0.67996
4731,0.67557
4732,0.67119
4733,0.66683
4734,0.66249
4735,0.65816
4736,0.65385
4737,0.64955
4738,0.64527
4739,0.64101
4740,0.63677
4741,0.63255
4742,0.62834
4743,0.62416
4744,0.62
4745,0.61586
4746,0.61174
4747,0.60765
4748,0.60358
4749,0.59953
4750,0.59551
4751,0.59151
4752,0.58754
4753,0.5836
4754,0.57968
4755,0.57579
4756,0.57194
4757,0.56811
4758,0.56432
4759,0.56056
4760,0.55683
4761,0.55314
4762,0.54948
4763,0.54586
4764,0.54228
4765,0.53873
4766,0.53523
4767,0.53177
4768,0.52835
4769,0.52497
4770,0.52164
4771,0.51836
4772,0.51512
4773,0.51193
4774,0.5088
4775,0.50572
4776,0.50269
4777,0.49972
4778,0.4968
4779,0.49395
4780,0.49116
4781,0.48843
4782,0.48576
4783,0.48317
4784,0.48065
4785,0.47819
4786,0.47582
4787,0.47352
4788,0.4713
4789,0.46916
4790,0.46711
4791,0.46515
4792,0.46328
4793,0.4615
4794,0.45982
4795,0.45824
4796,0.45677
4797,0.4554
4798,0.45414
4799,0.453
4800,0.45197
4801,0.45107
4802,0.45029
4803,0.44964
4804,0.44912
4805,0.44874
4806,0.44849
4807,0.4484
4808,0.44845
4809,0.44865
4810,0.449
4811,0.44952
4812,0.4502
4813,0.45104
4814,0.45205
4815,0.45324
4816,0.4546
4817,0.45614
4818,0.45786
4819,0.45977
4820,0.46186
4821,0.46414
4822,0.46661
4823,0.46927
4824,0.47212
4825,0.47516
4826,0.4784
4827,0.48183
4828,0.48545
4829,0.48926
4830,0.49326
4831,0.49745
4832,0.50182
4833,0.50638
4834,0.51111
4835,0.51602
4836,0.5211
4837,0.52634
4838,0.53175
4839,0.53732
4840,0.54303
4841,0.54889
4842,0.55489
4843,0.56102
4844,0.56727
4845,0.57364
4846,0.58012
4847,0.58671
4848,0.59339
4849,0.60016
4850,0.60701
4851,0.61394
4852,0.62093
4853,0.62797
4854,0.63507
4855,0.64221
4856,0.64938
4857,0.65658
4858,0.6638
4859,0.67104
4860,0.67828
4861,0.68552
4862,0.69275
4863,0.69997
4864,0.70717
4865,0.71434
4866,0.72148
4867,0.72859
4868,0.73565
4869,0.74267
4870,0.74963
4871,0.75654
4872,0.76339
4873,0.77017
4874,0.77688
4875,0.78352
4876,0.79008
4877,0.79657
4878,0.80297
4879,0.80928
4880,0.81551
4881,0.82165
4882,0.82769
4883,0.83364
4884,0.8395
4885,0.84525
4886,0.8509
4887,0.85645
4888,0.8619
4889,0.86724
4890,0.87248
4891,0.87761
4892,0.88263
4893,0.88755
4894,0.89236
4895,0.89706
4896,0.90164
4897,0.90612
4898,0.91049
4899,0.91475
4900,0.9189
4901,0.92294
4902,0.92687
4903,0.93069
4904,0.9344
4905,0.93801
4906,0.9415
4907,0.94489
4908,0.94817
4909,0.95134
4910,0.95441
4911,0.95738
4912,0.96024
4913,0.96299
4914,0.96565
4915,0.9682
4916,0.97065
4917,0.973
4918,0.97525
4919,0.97741
4920,0.97947
4921,0.98143
4922,0.9833
4923,0.98508
4924,0.98676
4925,0.98836
4926,0.98986
4927,0.99128
4928,0.99261
4929,0.99386
4930,0.99502
4931,0.99609
4932,0.99709
4933,0.99801
4934,0.99884
4935,0.9996
4936,1.0003
4937,1.0009
4938,1.0014
4939,1.0019
4940,1.0023
4941,1.0026
4942,1.0029
4943,1.0031
4944,1.0032
4945,1.0033
4946,1.0033
4947,1.0032
4948,1.0031
4949,1.003
4950,1.0028
4951,1.0025
4952,1.0022
4953,1.0018
4954,1.0014
4955,1.001
4956,1.0005
4957,0.99993
4958,0.99935
4959,0.99874
4960,0.9981
4961,0.99742
4962,0.99671
4963,0.99597
4964,0.99521
4965,0.99442
4966,0.99361
4967,0.99278
4968,0.99194
4969,0.99108
4970,0.99021
4971,0.98933
4972,0.98845
4973,0.98755
4974,0.98666
4975,0.98577
4976,0.98489
4977,0.98401
4978,0.98314
4979,0.98228
4980,0.98144
4981,0.98062
4982,0.97981
4983,0.97904
4984,0.97829
4985,0.97757
4986,0.97689
4987,0.97624
4988,0.97564
4989,0.97507
4990,0.97456
4991,0.97409
4992,0.97368
4993,0.97333
4994,0.97303
4995,0.9728
4996,0.97264
4997,0.97254
4998,0.97252
4999,0.97257
5000,0.9727
5001,0.97291
5002,0.97321
5003,0.97359
5004,0.97406
5005,0.97462
5006,0.97528
5007,0.97603
5008,0.97689
5009,0.97784
5010,0.97889
5011,0.98005
5012,0.98131
5013,0.98267
5014,0.98414
5015,0.98572
5016,0.98741
5017,0.9892
5018,0.99111
5019,0.99312
5020,0.99523
5021,0.99746
5022,0.99978
5023,1.0022
5024,1.0047
5025,1.0074
5026,1.0101
5027,1.0129
5028,1.0158
5029,1.0189
5030,1.0219
5031,1.0251
5032,1.0283
5033,1.0317
5034,1.035
5035,1.0385
5036,1.042
5037,1.0455
5038,1.0491
5039,1.0527
5040,1.0564
5041,1.0601
5042,1.0637
5043,1.0674
5044,1.0711
5045,1.0748
5046,1.0785
5047,1.0821
5048,1.0857
5049,1.0893
5050,1.0928
5051,1.0963
5052,1.0997
5053,1.103
5054,1.1063
5055,1.1095
5056,1.1125
5057,1.1155
5058,1.1184
5059,1.1212
5060,1.1239
5061,1.1264
5062,1.1289
5063,1.1312
5064,1.1334
5065,1.1355
5066,1.1374
5067,1.1392
5068,1.1409
5069,1.1425
5070,1.1439
5071,1.1452
5072,1.1464
5073,1.1474
5074,1.1483
5075,1.1491
5076,1.1498
5077,1.1503
5078,1.1508
5079,1.1511
5080,1.1513
5081,1.1514
5082,1.1515
5083,1.1514
5084,1.1512
5085,1.1509
5086,1.1505
5087,1.1501
5088,1.1496
5089,1.149
5090,1.1483
5091,1.1475
5092,1.1467
5093,1.1458
5094,1.1449
5095,1.1439
5096,1.1429
5097,1.1418
5098,1.1407
5099,1.1395
5100,1.1384
5101,1.1371
5102,1.1359
5103,1.1346
5104,1.1333
5105,1.132
5106,1.1307
5107,1.1293
5108,1.128
5109,1.1267
5110,1.1253
5111,1.1239
5112,1.1226
5113,1.1213
5114,1.1199
5115,1.1186
5116,1.1173
5117,1.116
5118,1.1147
5119,1.1134
5120,1.1122
5121,1.111
5122,1.1098
5123,1.1086
5124,1.1075
5125,1.1064
5126,1.1053
5127,1.1043
5128,1.1033
5129,1.1023
5130,1.1013
5131,1.1004
5132,1.0996
5133,1.0987
5134,1.0979
5135,1.0972
5136,1.0965
5137,1.0958
5138,1.0952
5139,1.0946
5140,1.094
5141,1.0935
5142,1.093
5143,1.0926
5144,1.0922
5145,1.0918
5146,1.0915
5147,1.0912
5148,1.091
5149,1.0908
5150,1.0906
5151,1.0905
5152,1.0904
5153,1.0903
5154,1.0902
5155,1.0902
5156,1.0902
5157,1.0902
5158,1.0903
5159,1.0904
5160,1.0904
5161,1.0906
5162,1.0907
5163,1.0908
5164,1.091
5165,1.0911
5166,1.0913
5167,1.0914
5168,1.0916
5169,1.0917
5170,1.0919
5171,1.092
5172,1.0921
5173,1.0922
5174,1.0923
5175,1.0924
5176,1.0924
5177,1.0925
5178,1.0924
5179,1.0924
5180,1.0923
5181,1.0922
5182,1.092
5183,1.0917
5184,1.0914
5185,1.0911
5186,1.0907
5187,1.0902
5188,1.0897
5189,1.089
5190,1.0883
5191,1.0876
5192,1.0867
5193,1.0858
5194,1.0847
5195,1.0836
5196,1.0823
5197,1.081
5198,1.0796
5199,1.078
5200,1.0764
5201,1.0746
5202,1.0727
5203,1.0707
5204,1.0686
5205,1.0664
5206,1.064
5207,1.0616
5208,1.059
5209,1.0563
5210,1.0535
5211,1.0506
5212,1.0475
5213,1.0444
5214,1.0411
5215,1.0377
5216,1.0343
5217,1.0307
5218,1.027
5219,1.0233
5220,1.0195
5221,1.0155
5222,1.0115
5223,1.0074
5224,1.0033
5225,0.99909
5226,0.99482
5227,0.99049
5228,0.98612
5229,0.98169
5230,0.97723
5231,0.97273
5232,0.96821
5233,0.96365
5234,0.95908
5235,0.95449
5236,0.94989
5237,0.94528
5238,0.94067
5239,0.93606
5240,0.93145
5241,0.92685
5242,0.92227
5243,0.9177
5244,0.91315
5245,0.90862
5246,0.90412
5247,0.89965
5248,0.89522
5249,0.89081
5250,0.88645
5251,0.88212
5252,0.87784
5253,0.87361
5254,0.86942
5255,0.86528
5256,0.86119
5257,0.85715
5258,0.85317
5259,0.84925
5260,0.84538
5261,0.84157
5262,0.83783
5263,0.83414
5264,0.83052
5265,0.82696
5266,0.82347
5267,0.82004
5268,0.81668
5269,0.81339
5270,0.81017
5271,0.80701
5272,0.80392
5273,0.8009
5274,0.79794
5275,0.79506
5276,0.79225
5277,0.7895
5278,0.78682
5279,0.78421
5280,0.78167
5281,0.7792
5282,0.77679
5283,0.77445
5284,0.77218
5285,0.76997
5286,0.76782
5287,0.76574
5288,0.76372
5289,0.76176
5290,0.75986
5291,0.75802
5292,0.75624
5293,0.75451
5294,0.75284
5295,0.75122
5296,0.74966
5297,0.74814
5298,0.74668
5299,0.74526
5300,0.74389
5301,0.74257
5302,0.74128
5303,0.74004
5304,0.73884
5305,0.73768
5306,0.73655
5307,0.73546
5308,0.7344
5309,0.73337
5310,0.73238
5311,0.73141
5312,0.73046
5313,0.72954
5314,0.72865
5315,0.72777
5316,0.72692
5317,0.72609
5318,0.72527
5319,0.72446
5320,0.72368
5321,0.7229
5322,0.72214
5323,0.72138
5324,0.72064
5325,0.7199
5326,0.71917
5327,0.71845
5328,0.71773
5329,0.71702
5330,0.71631
5331,0.71561
5332,0.7149
5333,0.7142
5334,0.71351
5335,0.71281
5336,0.71211
5337,0.71142
5338,0.71073
5339,0.71003
5340,0.70934
5341,0.70866
5342,0.70797
5343,0.70729
5344,0.70661
5345,0.70593
5346,0.70527
5347,0.7046
5348,0.70395
5349,0.7033
5350,0.70266
5351,0.70204
5352,0.70142
5353,0.70082
5354,0.70024
5355,0.69967
5356,0.69913
5357,0.69861
5358,0.69811
5359,0.69764
5360,0.6972
5361,0.69679
5362,0.69642
5363,0.69608
5364,0.69579
5365,0.69554
5366,0.69533
5367,0.69518
5368,0.69508
5369,0.69504
5370,0.69507
5371,0.69516
5372,0.69531
5373,0.69554
5374,0.69585
5375,0.69624
5376,0.69672
5377,0.69728
5378,0.69794
5379,0.6987
5380,0.69956
5381,0.70053
5382,0.7016
5383,0.70279
5384,0.7041
5385,0.70553
5386,0.70708
5387,0.70876
5388,0.71057
5389,0.71252
5390,0.7146
5391,0.71682
5392,0.71917
5393,0.72167
5394,0.72431
5395,0.72709
5396,0.73001
5397,0.73307
5398,0.73627
5399,0.73961
5400,0.74309
5401,0.74671
5402,0.75045
5403,0.75433
5404,0.75833
5405,0.76246
5406,0.7667
5407,0.77105
5408,0.77552
5409,0.78009
5410,0.78475
5411,0.78951
5412,0.79435
5413,0.79928
5414,0.80428
5415,0.80934
5416,0.81447
5417,0.81965
5418,0.82489
5419,0.83016
5420,0.83548
5421,0.84082
5422,0.84619
5423,0.85158
5424,0.85699
5425,0.8624
5426,0.86781
5427,0.87323
5428,0.87864
5429,0.88404
5430,0.88942
5431,0.89478
5432,0.90013
5433,0.90544
5434,0.91073
5435,0.91598
5436,0.9212
5437,0.92638
5438,0.93152
5439,0.93662
5440,0.94167
5441,0.94668
5442,0.95163
5443,0.95654
5444,0.9614
5445,0.9662
5446,0.97096
5447,0.97566
5448,0.9803
5449,0.98489
5450,0.98943
5451,0.9939
5452,0.99833
5453,1.0027
5454,1.007
5455,1.0113
5456,1.0155
5457,1.0196
5458,1.0237
5459,1.0277
5460,1.0317
5461,1.0357
5462,1.0395
5463,1.0434
5464,1.0471
5465,1.0509
5466,1.0545
5467,1.0581
5468,1.0617
5469,1.0652
5470,1.0687
5471,1.0721
5472,1.0755
5473,1.0789
5474,1.0821
5475,1.0854
5476,1.0886
5477,1.0917
5478,1.0949
5479,1.0979
5480,1.101
5481,1.1039
5482,1.1069
5483,1.1098
5484,1.1127
5485,1.1155
5486,1.1183
5487,1.1211
5488,1.1238
5489,1.1265
5490,1.1291
5491,1.1317
5492,1.1343
5493,1.1368
5494,1.1393
5495,1.1418
5496,1.1443
5497,1.1467
5498,1.149
5499,1.1514
5500,1.1537
5501,1.156
5502,1.1582
5503,1.1604
5504,1.1626
5505,1.1648
5506,1.1669
5507,1.169
5508,1.171
5509,1.1731
5510,1.1751
5511,1.177
5512,1.179
5513,1.1809
5514,1.1828
5515,1.1847
5516,1.1865
5517,1.1883
5518,1.1901
5519,1.1918
5520,1.1935
5521,1.1952
5522,1.1969
5523,1.1986
5524,1.2002
5525,1.2018
5526,1.2034
5527,1.2049
5528,1.2065
5529,1.208
5530,1.2095
5531,1.2109
5532,1.2124
5533,1.2138
5534,1.2152
5535,1.2166
5536,1.218
5537,1.2193
5538,1.2207
5539,1.222
5540,1.2233
5541,1.2246
5542,1.2259
5543,1.2272
5544,1.2285
5545,1.2298
5546,1.231
5547,1.2323
5548,1.2336
5549,1.2348
5550,1.2361
5551,1.2373
5552,1.2386
5553,1.2398
5554,1.2411
5555,1.2424
5556,1.2437
5557,1.245
5558,1.2463
5559,1.2476
5560,1.2489
5561,1.2503
5562,1.2516
5563,1.253
5564,1.2544
5565,1.2558
5566,1.2572
5567,1.2587
5568,1.2602
5569,1.2617
5570,1.2632
5571,1.2647
5572,1.2662
5573,1.2678
5574,1.2694
5575,1.271
5576,1.2726
5577,1.2742
5578,1.2759
5579,1.2775
5580,1.2791
5581,1.2808
5582,1.2824
5583,1.284
5584,1.2856
5585,1.2872
5586,1.2887
5587,1.2903
5588,1.2917
5589,1.2932
5590,1.2946
5591,1.2959
5592,1.2972
5593,1.2984
5594,1.2995
5595,1.3006
5596,1.3016
5597,1.3024
5598,1.3032
5599,1.3038
5600,1.3044
5601,1.3048
5602,1.3051
5603,1.3053
5604,1.3053
5605,1.3052
5606,1.3049
5607,1.3045
5608,1.304
5609,1.3032
5610,1.3024
5611,1.3014
5612,1.3002
5613,1.2988
5614,1.2973
5615,1.2957
5616,1.2939
5617,1.2919
5618,1.2898
5619,1.2875
5620,1.285
5621,1.2824
5622,1.2797
5623,1.2768
5624,1.2738
5625,1.2706
5626,1.2673
5627,1.2638
5628,1.2603
5629,1.2565
5630,1.2527
5631,1.2488
5632,1.2447
5633,1.2405
5634,1.2363
5635,1.2319
5636,1.2274
5637,1.2228
5638,1.2181
5639,1.2134
5640,1.2085
5641,1.2036
5642,1.1986
5643,1.1935
5644,1.1883
5645,1.1831
5646,1.1779
5647,1.1725
5648,1.1671
5649,1.1617
5650,1.1562
5651,1.1506
5652,1.145
5653,1.1394
5654,1.1337
5655,1.128
5656,1.1223
5657,1.1165
5658,1.1107
5659,1.1049
5660,1.099
5661,1.0932
5662,1.0873
5663,1.0814
5664,1.0754
5665,1.0695
5666,1.0636
5667,1.0576
5668,1.0516
5669,1.0457
5670,1.0397
5671,1.0337
5672,1.0278
5673,1.0218
5674,1.0158
5675,1.0099
5676,1.0039
5677,0.99794
5678,0.99199
5679,0.98606
5680,0.98013
5681,0.97422
5682,0.96831
5683,0.96242
5684,0.95655
5685,0.95069
5686,0.94485
5687,0.93902
5688,0.93321
5689,0.92742
5690,0.92166
5691,0.91591
5692,0.91018
5693,0.90447
5694,0.89879
5695,0.89313
5696,0.88749
5697,0.88188
5698,0.87629
5699,0.87073
5700,0.86519
5701,0.85968
5702,0.8542
5703,0.84874
5704,0.84331
5705,0.83791
5706,0.83253
5707,0.82718
5708,0.82186
5709,0.81657
5710,0.81131
5711,0.80607
5712,0.80087
5713,0.79569
5714,0.79054
5715,0.78542
5716,0.78033
5717,0.77527
5718,0.77023
5719,0.76523
5720,0.76025
5721,0.7553
5722,0.75038
5723,0.74549
5724,0.74063
5725,0.73579
5726,0.73098
5727,0.7262
5728,0.72145
5729,0.71672
5730,0.71201
5731,0.70734
5732,0.70269
5733,0.69806
5734,0.69346
5735,0.68888
5736,0.68433
5737,0.6798
5738,0.6753
5739,0.67082
5740,0.66636
5741,0.66192
5742,0.65751
5743,0.65312
5744,0.64875
5745,0.6444
5746,0.64008
5747,0.63577
5748,0.63149
5749,0.62723
5750,0.62299
5751,0.61877
5752,0.61457
5753,0.61039
5754,0.60624
5755,0.6021
5756,0.59799
5757,0.59391
5758,0.58984
5759,0.5858
5760,0.58178
5761,0.57779
5762,0.57382
5763,0.56988
5764,0.56596
5765,0.56208
5766,0.55822
5767,0.55438
5768,0.55058
5769,0.54681
5770,0.54307
5771,0.53936
5772,0.53569
5773,0.53205
5774,0.52845
5775,0.52489
5776,0.52136
5777,0.51787
5778,0.51442
5779,0.51102
5780,0.50766
5781,0.50434
5782,0.50107
5783,0.49785
5784,0.49467
5785,0.49155
5786,0.48848
5787,0.48546
5788,0.4825
5789,0.47959
5790,0.47675
5791,0.47396
5792,0.47124
5793,0.46858
5794,0.46599
5795,0.46347
5796,0.46101
5797,0.45863
5798,0.45633
5799,0.4541
5800,0.45195
5801,0.44988
5802,0.4479
5803,0.44601
5804,0.44421
5805,0.4425
5806,0.44088
5807,0.43937
5808,0.43795
5809,0.43665
5810,0.43545
5811,0.43436
5812,0.43339
5813,0.43254
5814,0.43181
5815,0.4312
5816,0.43073
5817,0.43039
5818,0.43019
5819,0.43013
5820,0.43022
5821,0.43046
5822,0.43085
5823,0.4314
5824,0.43211
5825,0.43299
5826,0.43404
5827,0.43526
5828,0.43666
5829,0.43824
5830,0.44001
5831,0.44196
5832,0.4441
5833,0.44644
5834,0.44897
5835,0.45169
5836,0.45462
5837,0.45775
5838,0.46108
5839,0.46461
5840,0.46834
5841,0.47228
5842,0.47641
5843,0.48075
5844,0.48528
5845,0.49001
5846,0.49493
5847,0.50003
5848,0.50533
5849,0.5108
5850,0.51644
5851,0.52226
5852,0.52823
5853,0.53436
5854,0.54065
5855,0.54707
5856,0.55362
5857,0.5603
5858,0.5671
5859,0.57401
5860,0.58101
5861,0.58811
5862,0.59529
5863,0.60254
5864,0.60985
5865,0.61722
5866,0.62463
5867,0.63207
5868,0.63955
5869,0.64704
5870,0.65454
5871,0.66205
5872,0.66955
5873,0.67703
5874,0.68449
5875,0.69193
5876,0.69933
5877,0.70668
5878,0.71399
5879,0.72124
5880,0.72844
5881,0.73556
5882,0.74262
5883,0.74961
5884,0.75651
5885,0.76333
5886,0.77006
5887,0.77671
5888,0.78326
5889,0.78971
5890,0.79607
5891,0.80232
5892,0.80847
5893,0.81451
5894,0.82045
5895,0.82628
5896,0.832
5897,0.8376
5898,0.8431
5899,0.84848
5900,0.85375
5901,0.8589
5902,0.86394
5903,0.86886
5904,0.87367
5905,0.87837
5906,0.88294
5907,0.88741
5908,0.89176
5909,0.89599
5910,0.90011
5911,0.90412
5912,0.90801
5913,0.91179
5914,0.91546
5915,0.91902
5916,0.92247
5917,0.92581
5918,0.92904
5919,0.93216
5920,0.93517
5921,0.93808
5922,0.94088
5923,0.94358
5924,0.94618
5925,0.94867
5926,0.95106
5927,0.95335
5928,0.95555
5929,0.95764
5930,0.95964
5931,0.96154
5932,0.96335
5933,0.96506
5934,0.96669
5935,0.96822
5936,0.96966
5937,0.97101
5938,0.97228
5939,0.97346
5940,0.97456
5941,0.97557
5942,0.97651
5943,0.97736
5944,0.97813
5945,0.97883
5946,0.97945
5947,0.97999
5948,0.98047
5949,0.98087
5950,0.9812
5951,0.98146
5952,0.98166
5953,0.98179
5954,0.98186
5955,0.98186
5956,0.9818
5957,0.98169
5958,0.98152
5959,0.98129
5960,0.981
5961,0.98067
5962,0.98029
5963,0.97985
5964,0.97937
5965,0.97884
5966,0.97828
5967,0.97766
5968,0.97701
5969,0.97633
5970,0.9756
5971,0.97484
5972,0.97406
5973,0.97324
5974,0.97239
5975,0.97152
5976,0.97062
5977,0.96971
5978,0.96877
5979,0.96782
5980,0.96685
5981,0.96587
5982,0.96488
5983,0.96389
5984,0.96289
5985,0.96189
5986,0.96089
5987,0.95989
5988,0.9589
5989,0.95791
5990,0.95694
5991,0.95598
5992,0.95504
5993,0.95413
5994,0.95323
5995,0.95236
5996,0.95152
5997,0.95071
5998,0.94994
5999,0.9492
6000,0.94851
6001,0.94787
6002,0.94727
6003,0.94673
6004,0.94624
6005,0.94581
6006,0.94544
6007,0.94514
6008,0.94491
6009,0.94475
6010,0.94466
6011,0.94466
6012,0.94473
6013,0.94489
6014,0.94514
6015,0.94548
6016,0.94591
6017,0.94644
6018,0.94707
6019,0.9478
6020,0.94863
6021,0.94957
6022,0.95062
6023,0.95177
6024,0.95304
6025,0.95442
6026,0.95591
6027,0.95751
6028,0.95923
6029,0.96107
6030,0.96301
6031,0.96508
6032,0.96726
6033,0.96955
6034,0.97195
6035,0.97446
6036,0.97709
6037,0.97982
6038,0.98265
6039,0.98559
6040,0.98862
6041,0.99175
6042,0.99497
6043,0.99827
6044,1.0017
6045,1.0051
6046,1.0087
6047,1.0123
6048,1.0159
6049,1.0196
6050,1.0234
6051,1.0272
6052,1.0311
6053,1.0349
6054,1.0388
6055,1.0427
6056,1.0466
6057,1.0505
6058,1.0544
6059,1.0583
6060,1.0621
6061,1.0659
6062,1.0697
6063,1.0734
6064,1.0771
6065,1.0807
6066,1.0842
6067,1.0877
6068,1.091
6069,1.0943
6070,1.0975
6071,1.1006
6072,1.1037
6073,1.1066
6074,1.1094
6075,1.112
6076,1.1146
6077,1.1171
6078,1.1194
6079,1.1217
